,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,lift,drag,d(lift)_d(x_0),d(lift)_d(x_1),d(lift)_d(x_2),d(lift)_d(x_3),d(lift)_d(x_4),d(lift)_d(x_5),d(lift)_d(x_6),d(lift)_d(x_7),d(lift)_d(x_8),d(lift)_d(x_9),d(lift)_d(x_10),d(lift)_d(x_11),d(lift)_d(x_12),d(lift)_d(x_13),d(lift)_d(x_14),d(lift)_d(x_15),d(lift)_d(x_16),d(lift)_d(x_17),d(drag)_d(x_0),d(drag)_d(x_1),d(drag)_d(x_2),d(drag)_d(x_3),d(drag)_d(x_4),d(drag)_d(x_5),d(drag)_d(x_6),d(drag)_d(x_7),d(drag)_d(x_8),d(drag)_d(x_9),d(drag)_d(x_10),d(drag)_d(x_11),d(drag)_d(x_12),d(drag)_d(x_13),d(drag)_d(x_14),d(drag)_d(x_15),d(drag)_d(x_16),d(drag)_d(x_17)
11.0,0.1093966949247748,-0.8585642379875955,-0.03670231118367909,-0.6933322657486207,-0.11727330707621292,0.3170135525551772,-0.5877626689815779,0.5399322972097075,0.11378907799181501,0.527691113587249,0.3517522973768261,0.47087091189382896,-0.026388446184940142,-0.8093245661627196,-0.646235358750644,-0.2571034665934812,0.047375090499597934,-0.36245739964835216,0.1974804079,0.039634523399999996,-0.030844599999999996,-0.03832580000000001,-0.0426023,-0.0464976,-0.051942899999999986,-0.0605178,-0.07453739999999999,-0.0969514,-0.12241800000000001,0.0108869,-0.000304574,0.00638422,0.036539300000000004,0.0776062,0.10066699999999999,0.08323,0.058877,0.07354770000000001,0.000115382,-0.000390928,-0.00107403,-0.00165577,-0.0021787200000000003,-0.00283183,-0.00378697,-0.00515046,-0.00690666,0.0124574,0.0159281,0.011285,0.00365628,-0.00166263,-0.00249835,-0.000221646,0.00228239,0.0040960200000000006
12.0,0.10050224051628874,0.3663176171753335,-0.5328908201620886,-0.4539750256376338,-0.2598654325616175,0.9115323324993516,0.15664526419511896,-0.968451477830152,-0.2723147763909916,-0.945545110748026,0.6323047324026108,0.19925144504973988,-0.6264899882351479,0.2192868028440995,0.3788935008565315,-0.9767268280631021,0.2337016263982816,-0.9197136853107772,0.2596745542,0.0214680729,-0.025976799999999998,-0.036279,-0.046028,-0.055358000000000004,-0.06386180000000001,-0.07079810000000002,-0.07338510000000001,-0.07365929999999997,-0.0960867,0.039285,0.033089400000000005,0.0202243,0.0194581,0.0407425,0.07672230000000001,0.0961206,0.074402,0.07293039999999999,0.00126802,0.000790233,-0.0008033239999999999,-0.00227086,-0.00291924,-0.00307054,-0.00325668,-0.00361582,-0.00493229,0.0087877,0.0155799,0.015184200000000004,0.00917133,0.00203803,-0.00221044,-0.0020066100000000003,0.00124062,0.00335324
13.0,-0.32828871967591194,-0.8269769565584818,-0.8039214223534491,-0.18271535327442168,0.3414773159246013,0.2776628523385805,0.5994739862962907,-0.3761766664715773,0.31418947642782685,-0.2041595595201421,-0.4759232526717162,0.12454576892630027,0.5585035655328249,0.4260454556785397,-0.009348896808373568,0.5488659246212094,0.97085491491834,-0.8518741070113149,0.4110536144,0.0175766418,-0.0193984,-0.026514999999999997,-0.034526999999999995,-0.04452469999999999,-0.0563332,-0.06779160000000001,-0.0747993,-0.07814199999999999,-0.0965788,0.0595001,0.0571802,0.026422199999999996,-0.007184540000000001,-0.019677700000000003,-0.00313532,0.0431287,0.104835,0.0742403,-0.000486381,-0.000724675,-0.0011589,-0.00171094,-0.00234998,-0.00305121,-0.00383401,-0.00470209,-0.00602771,0.0013941,0.0105669,0.017534900000000003,0.017669499999999998,0.011537100000000002,0.00410448,7.34456e-05,0.0006774520000000003,0.00325612
14.0,-0.9782477936038276,-0.2484854323820532,0.07369218825752141,-0.4320408825716129,-0.1231597399681192,-0.26862548643390444,-0.8123820485186543,0.6326364882755225,0.5733764506362623,0.9175670827376916,0.6921735700162869,-0.03965071594559614,-0.03948398850442559,0.16888475496717564,-0.4741228748916971,-0.07333863140606914,0.4309349953427164,-0.7399534258294302,0.2855882939,0.0395254081,-0.027988,-0.0398179,-0.0472408,-0.050957600000000006,-0.0530392,-0.05795,-0.07374249999999999,-0.110473,-0.15725,0.018547,0.008410579999999997,0.0101548,0.0359077,0.08337169999999999,0.12821400000000002,0.126692,0.08055239999999997,0.08188129999999999,8.408879999999999e-05,-9.73293e-05,-0.000562962,-0.00130829,-0.0021881,-0.00298213,-0.003912860000000001,-0.00546495,-0.007552990000000002,0.0137613,0.016476900000000003,0.011338899999999999,0.00387129,-0.00123154,-0.00229549,-0.000219436,0.00263568,0.00445557
15.0,-0.2692787740273075,-0.3233009311096337,0.8910822744649131,0.6930674578330196,-0.9402396849606912,0.7116971681551868,-0.7411376594686919,0.7248244070893141,-0.9564112084743628,0.5863688988566861,0.2929117558111468,0.13471701456602594,-0.872917289178032,0.6542186629117115,-0.43224741185202015,-0.04319500999971428,0.0838108600710383,0.9095481228948721,0.48929018950000003,0.044654249400000005,-0.0262817,-0.0313709,-0.0358213,-0.047804400000000004,-0.0679757,-0.08459720000000001,-0.0896936,-0.0971216,-0.112754,0.03632,0.021765700000000002,0.008105989999999999,0.0146518,0.051994000000000005,0.11818699999999999,0.176312,0.145877,0.109982,0.0015987299999999998,0.00417745,0.00521035,0.00294516,-0.00192031,-0.00559415,-0.00561082,-0.00501159,-0.00597763,0.0169706,0.0182197,0.0115177,0.00369747,-0.00130641,-0.00268163,-0.000881716,0.0026991700000000003,0.00604506
16.0,-0.1306722291649116,0.4684066865915665,0.4491480319728099,-0.8288059601468079,-0.2388402111768469,-0.903489215395232,-0.7382397113422093,0.1187303685459537,0.4928950451493613,-0.3551358545632524,-0.7275418389059555,-0.1443673864784856,-0.18822808274970293,0.4413007377160603,-0.20015376534369345,-0.04938336525698271,-0.8291981642923609,0.3621149319276505,0.3000660793,0.011212751200000001,-0.0101783,-0.00608266,-0.0134179,-0.0318444,-0.0480936,-0.051851,-0.0532201,-0.0704858,-0.101461,0.05871170000000001,0.017246099999999997,-0.00723319,-0.00330631,0.021086800000000003,0.054687,0.0784903,0.07294400000000001,0.083582,0.00449803,0.007186979999999998,0.00544728,0.0007172449999999999,-0.0031000100000000003,-0.0035124300000000004,-0.00229504,-0.00203306,-0.00221177,0.00742352,0.0129976,0.0122881,0.0080479,0.0027239,-0.00165922,-0.00276877,-4.47652e-05,0.00230425
17.0,0.2850682836545137,0.4798944855821972,-0.2567071898204629,-0.3589649697999707,0.8147039871098589,0.8863283381408451,0.3161405107772283,0.7962437238256171,0.12487266579888424,0.2407439621949052,0.3832765457497847,0.008184406275575998,-0.337288581602026,0.3726927171400125,-0.1111310543377996,0.24073841612579397,-0.5716768963500443,-0.62062188416082,0.039245497000000004,0.0183742717,-0.0327067,-0.049538700000000005,-0.060476300000000004,-0.061138099999999994,-0.05063019999999999,-0.0434133,-0.0717342,-0.123197,-0.108958,0.0328107,0.025862,0.0232308,0.0375173,0.0680346,0.0975684,0.0967906,0.07124660000000001,0.08181699999999997,-0.000958008,-0.00136622,-0.0007386379999999999,0.00200559,0.006357000000000001,0.00828369,0.0024446,-0.005685869999999999,-0.00311904,0.0108096,0.0142041,0.0101772,0.00299198,-0.00289191,-0.00493939,-0.00280838,0.0006396759999999999,0.00180194
18.0,0.19588574376781967,-0.9347549413658576,0.3735729831608248,0.7379058601122244,0.7259322373762631,-0.2879244925479695,0.6217390418582965,0.4028154833248856,-0.23566044035354786,-0.28168129939809383,0.9365123829721514,0.3712079370795777,-0.2322455741566463,-0.5120845042185224,-0.9426097025474104,-0.06901947016035527,-0.6105519031765783,-0.6477973214321087,-0.0370357206,0.0388177983,-0.0284345,-0.044299,-0.0556163,-0.0606381,-0.06448390000000001,-0.0813686,-0.116272,-0.122689,-0.0978634,0.00919915,-0.00252627,0.00448764,0.035067400000000006,0.0740165,0.0922667,0.0749585,0.0579514,0.07540219999999999,0.000211723,0.00408022,0.00911087,0.0123314,0.0101321,0.00181324,-0.00697868,-0.00723595,-0.00240301,0.011262,0.016009100000000002,0.0122889,0.00390119,-0.00316423,-0.00500156,-0.00235562,0.00038112599999999997,0.0013723
19.0,0.5072354220242102,-0.8442128452346851,-0.052054280889349616,-0.2748721696384749,0.3330155519542008,0.2490557091799721,0.8714678766349631,-0.8211604493058591,0.17669240298295116,-0.8468671991584162,-0.9933036607094256,0.430923082147004,-0.936007443819344,0.978616155075374,-0.5906875500239279,-0.5169282989038856,-0.0057017070373763575,-0.9317298030354481,0.08706708709999998,0.004646739,-0.027313200000000003,-0.0380547,-0.046786699999999994,-0.05334590000000001,-0.0560946,-0.0556395,-0.061421800000000006,-0.0778186,-0.09464390000000003,0.0419909,0.0463603,0.0375811,0.0298346,0.037810800000000006,0.0601732,0.07318019999999997,0.06865089999999999,0.078304,-0.000974187,-0.00106674,-0.0007748249999999997,0.000257168,0.00210626,0.00370043,0.00225391,-0.0016085000000000001,-0.00140932,-0.00127589,0.00300932,0.0077866599999999965,0.00930219,0.005741810000000001,5.3500300000000014e-05,-0.00204774,-0.0001714,0.0006376800000000003
20.0,-0.15212156340926491,-0.12357029919926872,0.2158460864280749,0.3577108561855889,0.4604189101320416,0.5253298792692531,0.08133159357536691,0.4930575340922592,0.8932196249580285,0.1448884643830438,-0.7120095253460422,-0.4195599265234519,-0.9335383806817058,0.6720865717197722,0.5685570568800544,-0.3722418031183637,-0.015213083874038476,-0.08924659582915244,0.039346226,0.007528150999999999,-0.029549900000000004,-0.036186199999999995,-0.030125400000000004,-0.0196454,-0.0247451,-0.06257030000000001,-0.111581,-0.119325,-0.12679200000000002,0.069073,0.08359899999999998,0.08858189999999999,0.0881319,0.07953260000000001,0.0685189,0.0703416,0.08715439999999999,0.115323,-0.000302814,0.00189279,0.005256960000000001,0.00798044,0.007395389999999998,0.00272935,-0.00164154,-0.00032256600000000004,0.00224662,0.00398706,-0.00162605,-0.00634504,-0.00723885,-0.00468312,-0.00135796,-0.000155322,-0.000819077,-0.00151685
21.0,0.9144247067233682,0.6377688779869679,0.045514891192357035,-0.4717275914418525,-0.2902885435612117,0.03555307047186269,-0.93281905806094,-0.01661946638173411,-0.041393271367046715,-0.11668072912634325,0.7684386634272818,0.4212173720770965,0.7368646867347171,-0.9819581203866592,0.5168891822854276,-0.264477515294258,0.10141561833222346,0.2932733037469423,0.43603904270000005,0.0603155116,-0.017837000000000002,-0.0224399,-0.03954269999999999,-0.0631162,-0.07713669999999999,-0.07351039999999999,-0.0679411,-0.08214019999999997,-0.116301,0.0241935,0.0100396,-0.00514673,-0.00284032,0.030690400000000007,0.0979955,0.16966699999999998,0.155737,0.0954038,0.008695119999999999,0.00989041,0.00427566,-0.00336324,-0.007460449999999999,-0.0064459800000000005,-0.00405939,-0.00394041,-0.00540947,0.0130251,0.0204757,0.018645699999999998,0.010662399999999999,0.00239852,-0.00206259,-0.00210364,0.000917476,0.0042213400000000005
22.0,0.8537612593717344,0.8517187077085622,-0.7111332349788976,0.5473733412045074,-0.6099531701155289,-0.9565864941398572,-0.06248058310798117,0.4553290438882846,-0.5854278037649477,0.13466148205170686,-0.1018541109924144,0.8138919102860245,0.22202414682703053,0.3885162108652703,0.4419310628253572,0.4179997153253907,0.7719059274413838,-0.7360813090942622,0.5013533909000001,0.048856615199999995,-0.0179394,-0.017621900000000003,-0.0254251,-0.0395805,-0.049712900000000004,-0.050450699999999994,-0.051138699999999995,-0.061125,-0.0744132,0.0527038,0.0326075,-0.00216784,-0.0266954,-0.031680799999999995,-0.017979099999999998,0.0211817,0.08801189999999999,0.06869030000000001,0.00757298,0.00973171,0.0052395,-0.00191381,-0.00627511,-0.00600162,-0.00437227,-0.00442736,-0.005534399999999999,0.008998540000000001,0.018665,0.0206445,0.015339600000000002,0.0073999400000000016,0.00132349,-0.0012550999999999999,-0.00035391199999999995,0.00238539
23.0,-0.2519207140074771,-0.9735477753556784,0.7305987823623162,-0.587361216261115,0.3581256631601231,0.8645212214864966,0.10047770501798707,0.9283213686860076,0.5932791345099089,0.2881243909946284,-0.779398825022287,0.817089370156192,-0.5973743988612039,0.662570792676895,0.5252616867379576,-0.6074179050647031,-0.7257088671880735,-0.8748521184774134,-0.0174088824,0.007031737099999999,-0.0184518,-0.029696499999999997,-0.0434086,-0.05925419999999999,-0.07476369999999999,-0.0878936,-0.10413900000000001,-0.122243,-0.11515299999999999,0.053159500000000005,0.0286624,-0.0014191599999999998,-0.00544749,0.022274000000000002,0.061865,0.08061709999999997,0.06772700000000001,0.07422679999999998,-0.0007205250000000003,-0.0007031489999999999,-0.000183717,0.00110389,0.00269619,0.0026342,-0.00137983,-0.00527575,-0.0028473,0.00261916,0.00934522,0.0120556,0.00944792,0.00382574,-0.0009534880000000001,-0.00187115,0.0003894630000000001,0.00171351
24.0,-0.8589032702011233,-0.5330610889504901,-0.5020371754759401,0.25600627232404305,-0.9776081300008452,-0.0846055847955855,0.6775913697326205,-0.5446293221020689,0.7016489754444506,0.3557512712436509,-0.65495805513871,0.5493905572519876,-0.564769782943334,-0.03153848622922048,0.9501195156074148,-0.975521468301896,0.44441207286220863,-0.6085149297862152,0.2962131347,0.013804014299999999,-0.0220254,-0.0303301,-0.0370212,-0.0432475,-0.050174300000000005,-0.059107400000000004,-0.07149849999999999,-0.0906679,-0.123431,0.0477642,0.0349625,0.020638100000000003,0.0218188,0.0432996,0.07764489999999999,0.0971001,0.0793831,0.08057349999999998,-8.89499e-05,-0.000330875,-0.0007309889999999999,-0.00118983,-0.0017066700000000002,-0.00231938,-0.00308687,-0.00402557,-0.0050152999999999994,0.010660700000000002,0.014435,0.011173899999999999,0.00512303,3.38779e-05,-0.00223091,-0.00112567,0.00199688,0.0037427
25.0,0.31008501382793746,0.9322219311813824,0.08713913755740571,0.3663608434687641,0.10445824605065672,-0.3560753176869051,-0.8779741025356865,0.6869698951603056,-0.7238655344700708,0.7541087521188177,0.1795712546689681,-0.5549664174271586,-0.04373921845513725,-0.4068322834541987,-0.787437237150175,-0.1126874533450211,0.7984734518700928,-0.8795701942263907,0.2342048737,0.0488855462,-0.0270784,-0.0231227,-0.021146900000000003,-0.0339048,-0.059868399999999995,-0.0801527,-0.0788722,-0.07657589999999999,-0.0942417,0.023131400000000003,0.0184737,0.0306276,0.0640168,0.104663,0.123118,0.09972,0.0738473,0.08821469999999998,0.006591479999999999,0.0126421,0.012967200000000002,0.00684572,-0.00159563,-0.0062004700000000005,-0.00480954,-0.00226605,-0.00220785,0.0180412,0.0160927,0.007110600000000001,-0.0015462699999999998,-0.0063935,-0.00663376,-0.00312682,0.000543289,0.0014683
26.0,0.2913063212719873,0.7256780962042224,0.4818713877432084,-0.5773760686093826,-0.5764881624400042,-0.8787697786825291,-0.4103410463149006,-0.8686045570285499,-0.15123851991491866,0.4556698960837775,-0.18410210239431007,-0.2647115030050674,0.382715121915664,0.7139233420733421,0.02269795812083857,-0.501730160554469,0.6175586954587533,-0.004750074740993668,0.5851289955,0.0462718755,-0.0100977,-0.0066587700000000005,-0.0205592,-0.0477532,-0.06887069999999999,-0.07133779999999999,-0.06857350000000001,-0.08158489999999999,-0.11878499999999999,0.052431500000000006,0.0387392,0.0144213,-0.00028995400000000004,0.0130137,0.07273310000000001,0.174234,0.217763,0.11487,0.00685864,0.009730200000000001,0.00634614,-0.000535124,-0.00548801,-0.005734939999999999,-0.00408853,-0.004043,-0.0055596000000000005,0.015166399999999998,0.019446599999999998,0.0157186,0.00933851,0.00371078,5.72921e-05,-0.0009386739999999999,0.00126031,0.00462667
27.0,0.9572641987662396,0.8835971791062392,-0.8382695956115062,0.3698274552673908,-0.4435159360202692,-0.2424076027840593,-0.878239665784015,-0.8521421445002085,-0.5069133137296777,0.5283907782062444,-0.07120891603320784,-0.8438167470544858,0.33363982121757346,-0.9541354196498036,0.01568083925245663,-0.21679408183819548,0.7277636067010684,0.6075025295706594,0.6701645696,0.0435384584,-0.0007236099999999999,-0.017300199999999998,-0.06618070000000001,-0.119361,-0.14410399999999998,-0.140959,-0.143386,-0.17415,-0.256981,0.13103900000000002,0.130996,0.11496400000000001,0.14207899999999998,0.228556,0.359979,0.480984,0.429291,0.281592,0.00538179,0.00555408,0.00159361,-0.00300952,-0.00487429,-0.003990909999999999,-0.00306544,-0.00342758,-0.00495555,0.019858,0.016262000000000002,0.007755619999999999,0.000801261,-0.00321632,-0.00476958,-0.00360122,0.00128388,0.006445340000000001
28.0,0.13855180439252565,0.7946829151582019,0.35385319959591205,0.7711116930165524,-0.6756471608997092,-0.31214029000098803,-0.669753215515584,0.7123321671263261,0.8037971440120157,-0.669864524626096,0.5127444402533962,0.0031417512380308922,0.9528952101002128,0.32280675574796397,0.9681088090581969,0.693451250957453,-0.01265203859306032,-0.3138023015106647,0.2547845113,0.0483703003,-0.0167093,-0.00610719,-0.00103331,-0.0137925,-0.041451199999999994,-0.0632384,-0.0628373,-0.0638638,-0.08486879999999998,0.0495474,0.0397428,0.0050358,-0.0317541,-0.0469982,-0.027715899999999998,0.0317374,0.0983441,0.056646,0.006131060000000001,0.0125624,0.013232800000000001,0.00699343,-0.00201234,-0.007016130000000001,-0.00562091,-0.00326998,-0.00326025,0.0014840600000000002,0.00996465,0.0176429,0.019552200000000002,0.0142791,0.00550685,-0.00117627,-0.00234449,0.00107444
